idx,db_id,question,gold_query,generated_raw,extracted_sql,score,reason
559,student_transcripts_tracking,Whose permanent address is different from his or her current address? List his or her first name.,SELECT first_name FROM Students WHERE current_address_id != permanent_address_id,SELECT T1.first_name FROM students AS T1 JOIN addresses AS T2 ON T1.permanent_address_id  =  T2.address_id WHERE T2.address_id != T1.current_address_id,SELECT T1.first_name FROM students AS T1 JOIN addresses AS T2 ON T1.permanent_address_id  =  T2.address_id WHERE T2.address_id != T1.current_address_id,1.0,Resultados idênticos (ordered=False).
560,student_transcripts_tracking,What is the first name of the student whose permanent address is different from his or her current one?,SELECT first_name FROM Students WHERE current_address_id != permanent_address_id,SELECT T1.first_name FROM students AS T1 JOIN addresses AS T2 ON T1.permanent_address_id  =  T2.address_id EXCEPT SELECT T1.first_name FROM students AS T1 JOIN addresses AS T2 ON T1.current_address_id  =  T2.address_id,SELECT T1.first_name FROM students AS T1 JOIN addresses AS T2 ON T1.permanent_address_id  =  T2.address_id EXCEPT SELECT T1.first_name FROM students AS T1 JOIN addresses AS T2 ON T1.current_address_id  =  T2.address_id,0.0,"Resultados divergentes (ordered=False). gold=14 linhas, pred=0 linhas."
561,student_transcripts_tracking,Which address holds the most number of students currently? List the address id and all lines.,"SELECT T1.address_id ,  T1.line_1 ,  T1.line_2 FROM Addresses AS T1 JOIN Students AS T2 ON T1.address_id  =  T2.current_address_id GROUP BY T1.address_id ORDER BY count(*) DESC LIMIT 1","SELECT T1.address_id ,  T1.line_1 ,  T1.line_2 ,  T1.line_3 ,  T1.city ,  T1.zip_postcode ,  T1.state_province_county ,  T1.country ,  T1.other_address_details FROM addresses AS T1 JOIN student_enrolment AS T2 ON T1.address_id  =  T2.current_address_id GROUP BY T1.address_id ORDER BY count(*) DESC LIMIT 1","SELECT T1.address_id ,  T1.line_1 ,  T1.line_2 ,  T1.line_3 ,  T1.city ,  T1.zip_postcode ,  T1.state_province_county ,  T1.country ,  T1.other_address_details FROM addresses AS T1 JOIN student_enrolment AS T2 ON T1.address_id  =  T2.current_address_id GROUP BY T1.address_id ORDER BY count(*) DESC LIMIT 1",0.0,Falha ao executar a consulta gerada: no such column: T2.current_address_id
562,student_transcripts_tracking,"What is the id, line 1, and line 2 of the address with the most students?","SELECT T1.address_id ,  T1.line_1 ,  T1.line_2 FROM Addresses AS T1 JOIN Students AS T2 ON T1.address_id  =  T2.current_address_id GROUP BY T1.address_id ORDER BY count(*) DESC LIMIT 1","SELECT T1.address_id ,  T1.line_1 ,  T1.line_2 FROM addresses AS T1 JOIN student_enrolment AS T2 ON T1.address_id = T2.current_address_id GROUP BY T1.address_id ORDER BY count(*) DESC LIMIT 1","SELECT T1.address_id ,  T1.line_1 ,  T1.line_2 FROM addresses AS T1 JOIN student_enrolment AS T2 ON T1.address_id = T2.current_address_id GROUP BY T1.address_id ORDER BY count(*) DESC LIMIT 1",0.0,Falha ao executar a consulta gerada: no such column: T2.current_address_id
563,student_transcripts_tracking,"On average, when were the transcripts printed?",SELECT avg(transcript_date) FROM Transcripts,SELECT avg(transcript_date) FROM transcripts,SELECT avg(transcript_date) FROM transcripts,1.0,Resultados idênticos (ordered=False).
564,student_transcripts_tracking,What is the average transcript date?,SELECT avg(transcript_date) FROM Transcripts,SELECT avg(transcript_date) FROM transcripts,SELECT avg(transcript_date) FROM transcripts,1.0,Resultados idênticos (ordered=False).
565,student_transcripts_tracking,When is the first transcript released? List the date and details.,"SELECT transcript_date ,  other_details FROM Transcripts ORDER BY transcript_date ASC LIMIT 1","SELECT transcript_date ,  other_details FROM transcripts ORDER BY transcript_date LIMIT 1","SELECT transcript_date ,  other_details FROM transcripts ORDER BY transcript_date LIMIT 1",1.0,Resultados idênticos (ordered=True).
566,student_transcripts_tracking,"What is the earliest date of a transcript release, and what details can you tell me?","SELECT transcript_date ,  other_details FROM Transcripts ORDER BY transcript_date ASC LIMIT 1","SELECT min(transcript_date) ,  other_details FROM transcripts","SELECT min(transcript_date) ,  other_details FROM transcripts",1.0,Resultados idênticos (ordered=True).
567,student_transcripts_tracking,How many transcripts are released?,SELECT count(*) FROM Transcripts,SELECT count(*) FROM transcripts,SELECT count(*) FROM transcripts,1.0,Resultados idênticos (ordered=False).
568,student_transcripts_tracking,How many transcripts are listed?,SELECT count(*) FROM Transcripts,SELECT count(*) FROM transcripts,SELECT count(*) FROM transcripts,1.0,Resultados idênticos (ordered=False).
569,student_transcripts_tracking,What is the last transcript release date?,SELECT transcript_date FROM Transcripts ORDER BY transcript_date DESC LIMIT 1,SELECT max(transcript_date) FROM transcripts,SELECT max(transcript_date) FROM transcripts,1.0,Resultados idênticos (ordered=True).
570,student_transcripts_tracking,When was the last transcript released?,SELECT transcript_date FROM Transcripts ORDER BY transcript_date DESC LIMIT 1,SELECT max(transcript_date) FROM transcripts,SELECT max(transcript_date) FROM transcripts,1.0,Resultados idênticos (ordered=True).
571,student_transcripts_tracking,How many times at most can a course enrollment result show in different transcripts? Also show the course enrollment id.,"SELECT count(*) ,  student_course_id FROM Transcript_Contents GROUP BY student_course_id ORDER BY count(*) DESC LIMIT 1","SELECT student_course_id ,  count(*) FROM Transcript_Contents GROUP BY student_course_id ORDER BY count(*) DESC LIMIT 1","SELECT student_course_id ,  count(*) FROM Transcript_Contents GROUP BY student_course_id ORDER BY count(*) DESC LIMIT 1",0.0,"Resultados divergentes (ordered=True). gold=1 linhas, pred=1 linhas."
572,student_transcripts_tracking,What is the maximum number of times that a course shows up in different transcripts and what is that course's enrollment id?,"SELECT count(*) ,  student_course_id FROM Transcript_Contents GROUP BY student_course_id ORDER BY count(*) DESC LIMIT 1","SELECT T2.course_id ,  count(*) FROM Transcript_Contents AS T1 JOIN Courses AS T2 ON T1.student_course_id  =  T2.course_id GROUP BY T2.course_id ORDER BY count(*) DESC LIMIT 1","SELECT T2.course_id ,  count(*) FROM Transcript_Contents AS T1 JOIN Courses AS T2 ON T1.student_course_id  =  T2.course_id GROUP BY T2.course_id ORDER BY count(*) DESC LIMIT 1",0.0,"Resultados divergentes (ordered=True). gold=1 linhas, pred=1 linhas."
573,student_transcripts_tracking,"Show the date of the transcript which shows the least number of results, also list the id.","SELECT T2.transcript_date ,  T1.transcript_id FROM Transcript_Contents AS T1 JOIN Transcripts AS T2 ON T1.transcript_id  =  T2.transcript_id GROUP BY T1.transcript_id ORDER BY count(*) ASC LIMIT 1","SELECT T1.date ,  T1.transcript_id FROM transcripts AS T1 JOIN transcript_contents AS T2 ON T1.transcript_id  =  T2.transcript_id GROUP BY T1.transcript_id ORDER BY count(*) ASC LIMIT 1","SELECT T1.date ,  T1.transcript_id FROM transcripts AS T1 JOIN transcript_contents AS T2 ON T1.transcript_id  =  T2.transcript_id GROUP BY T1.transcript_id ORDER BY count(*) ASC LIMIT 1",0.0,Falha ao executar a consulta gerada: no such column: T1.date
574,student_transcripts_tracking,What is the date and id of the transcript with the least number of results?,"SELECT T2.transcript_date ,  T1.transcript_id FROM Transcript_Contents AS T1 JOIN Transcripts AS T2 ON T1.transcript_id  =  T2.transcript_id GROUP BY T1.transcript_id ORDER BY count(*) ASC LIMIT 1","SELECT T1.date ,  T1.transcript_id FROM transcripts AS T1 JOIN transcript_contents AS T2 ON T1.transcript_id  =  T2.transcript_id GROUP BY T1.transcript_id ORDER BY count(*) ASC LIMIT 1","SELECT T1.date ,  T1.transcript_id FROM transcripts AS T1 JOIN transcript_contents AS T2 ON T1.transcript_id  =  T2.transcript_id GROUP BY T1.transcript_id ORDER BY count(*) ASC LIMIT 1",0.0,Falha ao executar a consulta gerada: no such column: T1.date
575,student_transcripts_tracking,Find the semester when both Master students and Bachelor students got enrolled in.,SELECT DISTINCT T2.semester_id FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id WHERE degree_summary_name  =  'Master' INTERSECT SELECT DISTINCT T2.semester_id FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id WHERE degree_summary_name  =  'Bachelor',SELECT T1.semester_name FROM semesters AS T1 JOIN student_enrolment AS T2 ON T1.semester_id  =  T2.semester_id JOIN degree_programs AS T3 ON T2.degree_program_id  =  T3.degree_program_id WHERE T3.department_id  =  ( SELECT department_id FROM departments WHERE department_name  =  'Master' ) INTERSECT SELECT T1.semester_name FROM semesters AS T1 JOIN student_enrolment AS T2 ON T1.semester_id  =  T2.semester_id JOIN degree_programs AS T3 ON T2.degree_program_id  =  T3.degree_program_id WHERE T3.department_id  =  ( SELECT department_id FROM departments WHERE department_name  =  'Bachelor' ),SELECT T1.semester_name FROM semesters AS T1 JOIN student_enrolment AS T2 ON T1.semester_id  =  T2.semester_id JOIN degree_programs AS T3 ON T2.degree_program_id  =  T3.degree_program_id WHERE T3.department_id  =  ( SELECT department_id FROM departments WHERE department_name  =  'Master' ) INTERSECT SELECT T1.semester_name FROM semesters AS T1 JOIN student_enrolment AS T2 ON T1.semester_id  =  T2.semester_id JOIN degree_programs AS T3 ON T2.degree_program_id  =  T3.degree_program_id WHERE T3.department_id  =  ( SELECT department_id FROM departments WHERE department_name  =  'Bachelor' ),0.0,"Resultados divergentes (ordered=False). gold=1 linhas, pred=0 linhas."
576,student_transcripts_tracking,What is the id of the semester that had both Masters and Bachelors students enrolled?,SELECT DISTINCT T2.semester_id FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id WHERE degree_summary_name  =  'Master' INTERSECT SELECT DISTINCT T2.semester_id FROM Degree_Programs AS T1 JOIN Student_Enrolment AS T2 ON T1.degree_program_id  =  T2.degree_program_id WHERE degree_summary_name  =  'Bachelor',SELECT T1.semester_id FROM student_enrolment AS T1 JOIN semesters AS T2 ON T1.semester_id  =  T2.semester_id JOIN degree_programs AS T3 ON T1.degree_program_id  =  T3.degree_program_id WHERE T3.degree_summary_name  =  'Masters' INTERSECT SELECT T1.semester_id FROM student_enrolment AS T1 JOIN semesters AS T2 ON T1.semester_id  =  T2.semester_id JOIN degree_programs AS T3 ON T1.degree_program_id  =  T3.degree_program_id WHERE T3.degree_summary_name  =  'Bachelors',SELECT T1.semester_id FROM student_enrolment AS T1 JOIN semesters AS T2 ON T1.semester_id  =  T2.semester_id JOIN degree_programs AS T3 ON T1.degree_program_id  =  T3.degree_program_id WHERE T3.degree_summary_name  =  'Masters' INTERSECT SELECT T1.semester_id FROM student_enrolment AS T1 JOIN semesters AS T2 ON T1.semester_id  =  T2.semester_id JOIN degree_programs AS T3 ON T1.degree_program_id  =  T3.degree_program_id WHERE T3.degree_summary_name  =  'Bachelors',0.0,"Resultados divergentes (ordered=False). gold=1 linhas, pred=0 linhas."
577,student_transcripts_tracking,How many different addresses do the students currently live?,SELECT count(DISTINCT current_address_id) FROM Students,SELECT count(DISTINCT current_address_id) FROM Students,SELECT count(DISTINCT current_address_id) FROM Students,1.0,Resultados idênticos (ordered=False).
578,student_transcripts_tracking,What are the different addresses that have students living there?,SELECT count(DISTINCT current_address_id) FROM Students,SELECT DISTINCT T1.address_id FROM addresses AS T1 JOIN students AS T2 ON T1.address_id  =  T2.current_address_id,SELECT DISTINCT T1.address_id FROM addresses AS T1 JOIN students AS T2 ON T1.address_id  =  T2.current_address_id,0.0,"Resultados divergentes (ordered=False). gold=1 linhas, pred=9 linhas."
579,student_transcripts_tracking,List all the student details in reversed lexicographical order.,SELECT other_student_details FROM Students ORDER BY other_student_details DESC,"SELECT first_name ,  last_name FROM students ORDER BY last_name ,  first_name DESC","SELECT first_name ,  last_name FROM students ORDER BY last_name ,  first_name DESC",0.0,"Resultados divergentes (ordered=True). gold=15 linhas, pred=15 linhas."
580,student_transcripts_tracking,What other details can you tell me about students in reverse alphabetical order?,SELECT other_student_details FROM Students ORDER BY other_student_details DESC,SELECT other_student_details FROM Students ORDER BY last_name DESC,SELECT other_student_details FROM Students ORDER BY last_name DESC,0.0,"Resultados divergentes (ordered=True). gold=15 linhas, pred=15 linhas."
581,student_transcripts_tracking,Describe the section h.,SELECT section_description FROM Sections WHERE section_name  =  'h',"SELECT section_description FROM sections WHERE section_name  =  ""h""","SELECT section_description FROM sections WHERE section_name  =  ""h""",1.0,Resultados idênticos (ordered=False).
582,student_transcripts_tracking,What is the description for the section named h?,SELECT section_description FROM Sections WHERE section_name  =  'h',"SELECT section_description FROM sections WHERE section_name  =  ""h""","SELECT section_description FROM sections WHERE section_name  =  ""h""",1.0,Resultados idênticos (ordered=False).
583,student_transcripts_tracking,Find the first name of the students who permanently live in the country Haiti or have the cell phone number 09700166582 .,select t1.first_name from students as t1 join addresses as t2 on t1.permanent_address_id  =  t2.address_id where t2.country  =  'haiti' or t1.cell_mobile_number  =  '09700166582',"SELECT T1.first_name FROM Students AS T1 JOIN Addresses AS T2 ON T1.permanent_address_id = T2.address_id WHERE T2.country = ""Haiti"" OR T1.cell_mobile_number = ""09700166582""","SELECT T1.first_name FROM Students AS T1 JOIN Addresses AS T2 ON T1.permanent_address_id = T2.address_id WHERE T2.country = ""Haiti"" OR T1.cell_mobile_number = ""09700166582""",0.0,"Resultados divergentes (ordered=False). gold=1 linhas, pred=4 linhas."
584,student_transcripts_tracking,What are the first names of the students who live in Haiti permanently or have the cell phone number 09700166582 ?,select t1.first_name from students as t1 join addresses as t2 on t1.permanent_address_id  =  t2.address_id where t2.country  =  'haiti' or t1.cell_mobile_number  =  '09700166582',"SELECT T1.first_name FROM Students AS T1 JOIN Addresses AS T2 ON T1.permanent_address_id = T2.address_id WHERE T2.city = ""Haiti"" OR T1.cell_mobile_number = ""09700166582""","SELECT T1.first_name FROM Students AS T1 JOIN Addresses AS T2 ON T1.permanent_address_id = T2.address_id WHERE T2.city = ""Haiti"" OR T1.cell_mobile_number = ""09700166582""",1.0,Resultados idênticos (ordered=False).
